#group,false,false,false,false,false,false,false,false,false
#datatype,double,double,double,double,double,double,double,double,dateTime:RFC3339
#default,,,,,,,,,
,aht_hum,aht_temp,dht11_hum,dht11_temp,dht22_hum,dht22_temp,sht_hum,sht_temp,time
,47.53,26.94,49.2,26.9,47.1,27.5,48.06,27.27,2025-07-21T13:32:26.188385347Z
,47.86,26.96,49.2,26.9,46.9,27.5,48.36,27.28,2025-07-21T13:33:17.49495973Z
,48.11,26.92,49.4,26.9,47.6,27.4,48.78,27.27,2025-07-21T13:34:20.150637771Z
,47.78,26.94,49.4,26.9,47.7,27.4,47.96,27.27,2025-07-21T13:35:13.712357466Z
,48.13,26.87,49.3,26.9,47.3,27.4,48.37,27.21,2025-07-21T13:36:13.726907641Z
,48.52,26.92,49.4,26.9,47.4,27.4,48.84,27.23,2025-07-21T13:37:14.050808934Z
,48.35,26.95,49.6,26.8,47.8,27.3,48.82,27.24,2025-07-21T13:38:13.742227667Z
,48.53,26.99,49.5,26.8,47.9,27.3,48.86,27.25,2025-07-21T13:39:13.740872508Z
,48.33,27,49.7,26.8,47.9,27.3,48.98,27.27,2025-07-21T13:40:16.719352419Z
,48.23,26.97,49.6,26.9,48,27.4,48.67,27.27,2025-07-21T13:41:13.770931429Z
,47.98,26.94,49.7,26.9,47.7,27.5,47.96,27.25,2025-07-21T13:42:13.75698798Z
,48.16,26.93,49.3,26.9,47.3,27.4,48.18,27.23,2025-07-21T13:43:13.880483407Z
,48,26.99,49.3,26.9,47.5,27.4,48.84,27.25,2025-07-21T13:44:13.684751739Z
,48.1,26.95,49.4,26.9,47.7,27.4,48.29,27.25,2025-07-21T13:45:13.889965607Z
,47.94,26.95,49.3,26.9,47.5,27.5,48.44,27.25,2025-07-21T13:46:13.690095541Z
,48.4,27,49.3,26.9,47.4,27.5,48.78,27.28,2025-07-21T13:47:13.666613772Z
,48.11,26.96,49.6,26.9,47.7,27.5,48.17,27.3,2025-07-21T13:48:13.720754403Z
,48.48,26.92,49.5,26.9,47.4,27.4,48.78,27.28,2025-07-21T13:49:13.811311062Z
,48.22,26.92,49.6,26.9,47.9,27.4,48.18,27.27,2025-07-21T13:52:13.836598881Z
,48.51,26.97,49.3,26.9,47.5,27.6,48.6,27.31,2025-07-21T13:53:13.634540612Z
,48.59,26.97,49.5,26.9,47.8,27.5,48.99,27.3,2025-07-21T13:54:17.675598438Z
,48.35,26.93,49.7,26.9,47.9,27.5,48.74,27.24,2025-07-21T13:55:14.06207668Z
,48.41,26.96,49.5,26.9,47.9,27.5,48.92,27.27,2025-07-21T13:56:13.658459656Z
,48.6,26.89,49.7,26.9,47.6,27.4,48.92,27.24,2025-07-21T13:57:13.771564446Z
,48.75,26.91,49.6,26.9,48,27.4,49,27.24,2025-07-21T13:58:13.669977997Z
,48.8,26.87,49.8,26.9,48.4,27.5,48.86,27.21,2025-07-21T13:59:13.685390824Z
,48.83,26.84,49.7,26.8,47.7,27.4,49.19,27.21,2025-07-21T14:00:13.78954221Z
,49.11,26.9,49.9,26.8,48.2,27.4,49.2,27.18,2025-07-21T14:01:13.699600366Z
,49.17,26.89,49.9,26.8,48.3,27.4,49.47,27.21,2025-07-21T14:02:13.789898436Z
