#group,false,false,false,false,false,false,false,false,false
#datatype,double,double,double,double,double,double,double,double,dateTime:RFC3339
#default,,,,,,,,,
,aht_hum,aht_temp,dht11_hum,dht11_temp,dht22_hum,dht22_temp,sht_hum,sht_temp,time
,55.9,25.86,56.5,25.8,55.2,26.3,55.73,26.09,2025-07-23T01:32:27.726040961Z
,55.81,25.84,56.5,25.8,55.3,26.3,55.73,26.06,2025-07-23T01:33:27.631160431Z
,55.82,25.86,56.5,25.8,55.1,26.3,55.72,26.09,2025-07-23T01:34:27.537118813Z
,55.82,25.86,56.5,25.8,55,26.3,55.67,26.09,2025-07-23T01:35:27.643766353Z
,55.74,25.86,56.5,25.8,55.1,26.3,55.67,26.09,2025-07-23T01:36:27.548045094Z
,55.78,25.88,56.5,25.8,55.1,26.3,55.71,26.09,2025-07-23T01:37:27.758712293Z
,55.86,25.87,56.5,25.8,55,26.3,55.71,26.08,2025-07-23T01:38:27.561257429Z
,55.91,25.85,56.5,25.8,55.2,26.3,55.7,26.08,2025-07-23T01:39:27.671025594Z
,55.9,25.88,56.5,25.8,55.1,26.2,55.7,26.09,2025-07-23T01:40:27.882405584Z
,55.88,25.89,56.5,25.8,55.1,26.3,55.72,26.08,2025-07-23T01:41:27.583022354Z
,55.82,25.86,56.5,25.8,55.1,26.3,55.73,26.08,2025-07-23T01:42:27.691129277Z
,55.9,25.86,56.5,25.8,55,26.3,55.73,26.08,2025-07-23T01:43:27.596491449Z
,55.82,25.85,56.5,25.8,55.3,26.3,55.76,26.06,2025-07-23T01:44:27.601700941Z
,55.97,25.85,56.5,25.8,54.8,26.3,55.68,26.08,2025-07-23T01:45:27.721466109Z
,55.78,25.82,56.5,25.8,55.3,26.2,55.5,26.09,2025-07-23T01:46:27.618027345Z
,55.72,25.81,56.4,25.8,54.9,26.2,55.47,26.08,2025-07-23T01:47:27.625244106Z
,55.73,25.81,56.3,25.8,55.2,26.2,55.49,26.06,2025-07-23T01:48:27.630234623Z
,55.77,25.79,56.4,25.8,55.3,26.2,55.49,26.06,2025-07-23T01:49:27.944208812Z
,55.66,25.78,56.4,25.7,55.2,26.2,55.47,26.04,2025-07-23T01:50:27.662105851Z
,55.72,25.77,56.4,25.7,55,26.2,55.45,26.04,2025-07-23T01:51:27.547178943Z
,55.74,25.77,56.4,25.7,55,26.2,55.5,26.04,2025-07-23T01:52:27.659050115Z
,55.67,25.78,56.4,25.7,55.2,26.2,55.45,26.04,2025-07-23T01:53:27.711181924Z
,55.84,25.78,56.4,25.7,55.1,26.2,55.56,26.04,2025-07-23T01:54:27.567523268Z
,55.74,25.78,56.4,25.7,55.1,26.2,55.52,26.02,2025-07-23T01:55:27.67781086Z
,55.64,25.78,56.4,25.7,54.9,26.2,55.54,26.05,2025-07-23T01:56:27.581171368Z
,55.72,25.77,56.4,25.7,55.2,26.2,55.53,26.04,2025-07-23T01:57:27.943135717Z
,55.83,25.78,56.4,25.7,55.2,26.2,55.57,26.04,2025-07-23T01:58:27.901426316Z
,55.88,25.77,56.4,25.7,55.1,26.2,55.53,26.02,2025-07-23T01:59:27.602251175Z
,55.79,25.78,56.4,25.7,55.1,26.2,55.58,26.04,2025-07-23T02:00:27.919136926Z
,55.9,25.75,56.4,25.7,55,26.1,55.66,26.04,2025-07-23T02:01:27.718579512Z
,55.98,25.77,56.5,25.7,55.3,26.2,55.6,26.04,2025-07-23T02:02:27.621734461Z
,55.92,25.76,56.5,25.7,55.1,26.1,55.65,26.02,2025-07-23T02:03:27.526229882Z
,55.84,25.77,56.5,25.7,55.3,26.1,55.67,26.02,2025-07-23T02:04:27.636244136Z
,56.01,25.75,56.5,25.7,55.3,26.2,55.66,26.02,2025-07-23T02:05:27.540180092Z
,56.1,25.75,56.5,25.7,55.2,26.2,55.73,26.02,2025-07-23T02:06:27.752094552Z
,56.04,25.73,56.5,25.7,55.5,26.2,55.78,26.01,2025-07-23T02:07:27.552823538Z
,56.12,25.71,56.5,25.7,55.5,26.2,55.85,25.99,2025-07-23T02:08:27.662428408Z
,56.4,25.71,56.6,25.7,55.4,26.1,55.99,25.98,2025-07-23T02:09:27.566543452Z
,56.39,25.69,56.7,25.6,55.8,26.1,56,25.98,2025-07-23T02:10:27.677205443Z
,56.3,25.69,56.7,25.6,55.9,26,56.04,25.96,2025-07-23T02:11:27.684976747Z
,56.55,25.69,56.8,25.6,56,26,56.12,25.98,2025-07-23T02:12:27.587599718Z
,56.5,25.68,56.8,25.6,56.2,26.1,56.19,25.95,2025-07-23T02:13:27.90089231Z
,56.74,25.67,56.9,25.6,56.1,26,56.35,25.95,2025-07-23T02:14:27.650658412Z
,56.77,25.67,57,25.6,56.4,26,56.51,25.94,2025-07-23T02:15:27.709705451Z
,56.91,25.69,57.2,25.6,56.5,26,56.55,25.92,2025-07-23T02:16:27.616009926Z
,56.93,25.68,57.2,25.6,56.4,25.9,56.61,25.92,2025-07-23T02:17:27.723887386Z
,56.92,25.67,57.2,25.6,56.7,26,56.62,25.91,2025-07-23T02:18:27.732498078Z
,57.04,25.65,57.2,25.6,56.6,26,56.68,25.89,2025-07-23T02:19:27.944276586Z
,56.98,25.65,57.3,25.6,56.6,26,56.7,25.89,2025-07-23T02:20:27.644226866Z
,57.12,25.66,57.4,25.6,56.6,26,56.82,25.88,2025-07-23T02:21:27.547001853Z
,57.15,25.64,57.4,25.6,56.6,26,56.78,25.88,2025-07-23T02:22:27.655791135Z
,57.24,25.63,57.4,25.6,56.6,25.9,56.77,25.88,2025-07-23T02:23:27.562408433Z
,57.22,25.64,57.4,25.6,56.6,25.9,56.78,25.88,2025-07-23T02:24:27.671553535Z
,57.21,25.64,57.4,25.6,56.6,25.9,56.74,25.89,2025-07-23T02:25:27.675571825Z
,57.19,25.63,57.4,25.6,56.7,26,56.76,25.89,2025-07-23T02:26:27.70225556Z
,57.21,25.61,57.4,25.5,56.7,26,56.71,25.88,2025-07-23T02:27:27.894173944Z
,56.99,25.62,57.4,25.6,56.6,26,56.66,25.89,2025-07-23T02:28:27.592783417Z
,56.88,25.61,57.3,25.6,56.4,26,56.48,25.88,2025-07-23T02:29:27.832993198Z
,56.79,25.63,57.2,25.5,56.2,26,56.35,25.86,2025-07-23T02:30:27.60719037Z
,56.76,25.61,57.2,25.5,56.3,26,56.42,25.85,2025-07-23T02:31:27.719256693Z
,56.79,25.62,57.2,25.5,56.3,25.9,56.41,25.85,2025-07-23T02:32:27.724902181Z
,56.62,25.63,57.2,25.5,56.2,26,56.3,25.84,2025-07-23T02:33:27.626908169Z
,56.75,25.6,57,25.5,56,25.9,56.33,25.85,2025-07-23T02:34:27.632550002Z
,56.62,25.61,57,25.5,56,26,56.28,25.85,2025-07-23T02:35:27.538036204Z
,56.53,25.59,57,25.5,56.2,25.9,56.31,25.82,2025-07-23T02:36:27.647127232Z
,56.64,25.6,57,25.5,56.1,25.9,56.29,25.82,2025-07-23T02:37:27.654791379Z
,56.65,25.58,57,25.5,56.1,25.9,56.28,25.82,2025-07-23T02:38:27.659744139Z
,56.63,25.58,57,25.5,56.1,25.9,56.26,25.81,2025-07-23T02:39:27.565843406Z
,56.64,25.57,57,25.5,56.1,25.9,56.29,25.82,2025-07-23T02:40:27.700553592Z
,56.68,25.57,56.9,25.5,56,25.9,56.32,25.85,2025-07-23T02:41:27.581027543Z
,56.63,25.58,57,25.5,56.1,26,56.31,25.82,2025-07-23T02:42:27.690191571Z
,56.65,25.57,57,25.5,56.1,25.9,56.34,25.81,2025-07-23T02:43:27.595766188Z
,56.59,25.57,57,25.5,56.2,25.8,56.36,25.82,2025-07-23T02:44:28.110937931Z
,56.71,25.55,57,25.5,56.2,25.9,56.36,25.82,2025-07-23T02:45:27.748874113Z
,56.74,25.55,57,25.5,56.1,25.9,56.39,25.81,2025-07-23T02:46:27.615241928Z
,56.8,25.55,57,25.5,56.3,25.9,56.43,25.8,2025-07-23T02:47:27.619881369Z
,56.78,25.54,57,25.5,56.3,25.9,56.49,25.81,2025-07-23T02:48:27.628955131Z
,56.83,25.56,57.1,25.5,56.5,25.9,56.54,25.8,2025-07-23T02:49:27.838014324Z
,56.78,25.54,57.3,25.4,56.4,25.8,56.59,25.78,2025-07-23T02:50:27.539902938Z
,56.93,25.54,57.2,25.5,56.5,25.7,56.61,25.77,2025-07-23T02:51:27.751028338Z
,56.9,25.53,57.2,25.5,56.6,25.8,56.63,25.78,2025-07-23T02:52:27.655683189Z
,57.01,25.53,57.3,25.4,56.7,25.9,56.62,25.75,2025-07-23T02:53:27.969709815Z
,57.13,25.51,57.2,25.5,56.5,25.9,56.67,25.77,2025-07-23T02:54:27.564234171Z
,57.09,25.51,57.2,25.5,56.7,25.8,56.7,25.77,2025-07-23T02:55:27.675174227Z
,57.17,25.5,57.2,25.5,56.6,25.8,56.73,25.75,2025-07-23T02:56:27.783720577Z
,57.18,25.51,57.3,25.5,56.6,25.8,56.74,25.75,2025-07-23T02:57:27.686660523Z
,57.19,25.5,57.3,25.5,56.5,25.9,56.8,25.74,2025-07-23T02:58:28.104061689Z
,57.3,25.5,57.5,25.4,56.7,25.8,56.82,25.74,2025-07-23T02:59:27.611051515Z
,57.35,25.51,57.4,25.5,56.5,25.9,56.85,25.75,2025-07-23T03:00:27.708222496Z
,57.32,25.5,57.5,25.4,56.8,25.8,56.89,25.77,2025-07-23T03:01:27.617891187Z
,57.27,25.51,57.5,25.4,56.6,25.9,56.9,25.77,2025-07-23T03:02:27.620306952Z
,57.4,25.49,57.5,25.4,56.8,25.9,56.95,25.75,2025-07-23T03:03:27.832084275Z
,57.38,25.51,57.6,25.4,56.8,25.9,56.95,25.78,2025-07-23T03:04:27.940779595Z
,57.47,25.51,57.6,25.4,56.7,25.9,57.01,25.77,2025-07-23T03:05:27.536318765Z
,57.42,25.53,57.6,25.4,56.6,26,57,25.77,2025-07-23T03:06:27.748464076Z
,57.43,25.53,57.7,25.4,56.7,26,57.01,25.75,2025-07-23T03:07:27.56820611Z
,57.47,25.56,57.6,25.5,56.7,25.9,57.04,25.77,2025-07-23T03:08:27.65994435Z
,57.38,25.54,57.7,25.4,56.7,26,57,25.78,2025-07-23T03:09:27.565718153Z
,57.33,25.57,57.6,25.5,56.7,25.9,57.03,25.8,2025-07-23T03:10:27.672529806Z
,57.52,25.57,57.6,25.5,56.5,26,57.08,25.81,2025-07-23T03:11:27.579609538Z
,57.43,25.59,57.6,25.5,56.7,26,57.11,25.81,2025-07-23T03:12:27.890686842Z
,57.45,25.6,57.7,25.5,56.6,26,57.05,25.8,2025-07-23T03:13:27.591193398Z
,57.36,25.61,57.7,25.5,56.7,26,57.04,25.81,2025-07-23T03:14:27.909795544Z
,57.47,25.61,57.7,25.5,56.6,26,57.07,25.82,2025-07-23T03:15:27.606794027Z
,57.51,25.62,57.7,25.5,56.7,26.1,57.09,25.84,2025-07-23T03:16:28.328307766Z
,57.47,25.61,57.7,25.5,56.6,26.1,57.14,25.82,2025-07-23T03:17:27.620689443Z
,57.5,25.62,57.7,25.5,56.8,26,57.12,25.84,2025-07-23T03:18:27.821491358Z
,57.49,25.63,57.7,25.5,56.5,26.1,57.06,25.85,2025-07-23T03:19:27.676606316Z
,57.47,25.62,57.7,25.5,56.7,26,57.12,25.84,2025-07-23T03:20:27.84411994Z
,57.62,25.61,57.7,25.5,56.6,26.1,57.15,25.85,2025-07-23T03:21:27.747999821Z
,57.51,25.63,57.8,25.5,56.7,26,57.15,25.85,2025-07-23T03:22:27.652995289Z
,57.52,25.64,57.8,25.5,56.8,26,57.2,25.88,2025-07-23T03:23:27.564592337Z
,57.49,25.63,57.8,25.5,56.8,26,57.2,25.85,2025-07-23T03:24:27.665068567Z
,57.53,25.65,57.8,25.5,56.7,26,57.21,25.85,2025-07-23T03:25:27.569457636Z
,57.54,25.65,57.8,25.5,56.7,26,57.24,25.88,2025-07-23T03:26:27.681714658Z
,57.66,25.65,57.8,25.5,56.7,26,57.25,25.85,2025-07-23T03:27:27.684491308Z
,57.63,25.65,57.8,25.6,56.8,26.1,57.24,25.88,2025-07-23T03:28:27.693306143Z
,57.56,25.66,57.9,25.6,56.7,26.1,57.28,25.88,2025-07-23T03:29:27.699795766Z
,57.65,25.67,57.9,25.6,56.8,26.1,57.24,25.91,2025-07-23T03:30:27.605004064Z
,57.65,25.68,57.9,25.6,56.7,26.1,57.28,25.89,2025-07-23T03:31:27.71573231Z
,57.65,25.68,57.9,25.6,56.8,26,57.28,25.89,2025-07-23T03:32:27.753598732Z
,57.51,25.68,57.9,25.6,56.8,26.1,57.3,25.89,2025-07-23T03:33:27.684275169Z
,57.62,25.7,57.9,25.6,56.9,26.1,57.23,25.89,2025-07-23T03:34:27.631424726Z
,57.55,25.69,57.9,25.6,56.8,26.1,57.3,25.91,2025-07-23T03:35:27.638963125Z
,57.65,25.71,57.9,25.6,56.7,26.1,57.28,25.91,2025-07-23T03:36:28.058109315Z
,57.61,25.72,58,25.6,56.8,26.1,57.31,25.92,2025-07-23T03:37:27.550107076Z
,57.66,25.7,58,25.6,56.8,26.2,57.33,25.92,2025-07-23T03:38:27.658952243Z
,57.62,25.71,58,25.6,56.8,26.2,57.32,25.92,2025-07-23T03:39:27.664826352Z
,57.71,25.73,58,25.6,56.7,26.1,57.34,25.96,2025-07-23T03:40:27.672314039Z
,57.7,25.75,58,25.6,56.8,26.2,57.36,25.95,2025-07-23T03:41:27.679418255Z
,57.59,25.75,58,25.6,56.9,26.1,57.31,25.95,2025-07-23T03:42:27.687019095Z
,57.72,25.73,58,25.6,56.9,26.2,57.32,25.96,2025-07-23T03:43:27.693524123Z
,57.69,25.75,58,25.6,56.7,26.2,57.34,25.96,2025-07-23T03:44:27.801062962Z
,57.69,25.74,58,25.6,56.9,26.2,57.37,25.96,2025-07-23T03:45:27.912235955Z
,57.78,25.75,58,25.6,57,26.2,57.37,25.96,2025-07-23T03:46:27.610839101Z
,57.79,25.74,58.1,25.6,56.8,26.2,57.43,25.96,2025-07-23T03:47:27.720639455Z
,57.74,25.75,58.1,25.6,57,26.2,57.4,25.96,2025-07-23T03:48:27.625819353Z
,57.88,25.74,58.1,25.6,56.9,26.2,57.51,25.98,2025-07-23T03:49:27.630886706Z
,57.88,25.73,58.1,25.6,57.1,26.1,57.48,25.95,2025-07-23T03:50:27.636205352Z
,57.98,25.73,58.2,25.6,57,26.2,57.52,25.96,2025-07-23T03:51:27.64388705Z
,58.03,25.73,58.2,25.6,57,26.2,57.61,25.98,2025-07-23T03:52:27.685372531Z
,58.03,25.74,58.2,25.6,57.1,26.1,57.69,25.94,2025-07-23T03:53:28.1694762Z
,58.06,25.72,58.3,25.6,57.3,26.1,57.71,25.96,2025-07-23T03:54:27.561961227Z
,58.08,25.73,58.3,25.6,57.1,26.2,57.69,25.96,2025-07-23T03:55:27.773165569Z
,58.04,25.74,58.4,25.6,57.1,26.2,57.65,25.98,2025-07-23T03:56:27.587474403Z
,58.24,25.74,58.4,25.6,57.2,26.2,57.76,25.98,2025-07-23T03:57:27.686549018Z
,58.15,25.73,58.4,25.6,57.4,26.2,57.76,25.96,2025-07-23T03:58:27.589120433Z
,58.16,25.75,58.5,25.6,57.4,26.2,57.74,25.96,2025-07-23T03:59:27.903014346Z
,58.18,25.75,58.5,25.6,57.4,26.2,57.83,25.98,2025-07-23T04:00:27.603795664Z
,58.24,25.77,58.5,25.6,57.3,26.2,57.79,25.99,2025-07-23T04:01:27.916937309Z
,58.14,25.77,58.5,25.6,57.3,26.2,57.83,25.98,2025-07-23T04:02:27.617675229Z
,58.22,25.77,58.5,25.7,57.4,26.2,57.82,26.01,2025-07-23T04:03:27.72422846Z
,58.27,25.79,58.5,25.7,57.3,26.2,57.87,25.99,2025-07-23T04:04:27.733558115Z
,58.26,25.8,58.5,25.7,57.3,26.3,57.83,26.01,2025-07-23T04:05:27.637197878Z
,58.22,25.81,58.5,25.7,57.1,26.3,57.85,26.02,2025-07-23T04:06:27.645537593Z
,58.17,25.81,58.5,25.7,57.3,26.2,57.76,26.02,2025-07-23T04:07:27.753104819Z
,58.21,25.82,58.5,25.7,57.1,26.2,57.82,26.05,2025-07-23T04:08:27.553445098Z
,58.34,25.82,58.5,25.7,57.3,26.3,57.88,26.02,2025-07-23T04:09:27.878179428Z
,58.35,25.82,58.6,25.7,57.4,26.2,57.89,26.04,2025-07-23T04:10:27.569221597Z
,58.39,25.82,58.6,25.7,57.2,26.2,57.96,26.05,2025-07-23T04:11:27.727117286Z
,58.38,25.83,58.6,25.7,57.6,26.2,57.99,26.02,2025-07-23T04:12:27.580700232Z
,58.46,25.84,58.7,25.7,57.6,26.2,57.98,26.04,2025-07-23T04:13:27.795269188Z
,58.36,25.85,58.7,25.7,57.4,26.2,57.94,26.06,2025-07-23T04:14:27.594510834Z
,58.35,25.83,58.7,25.7,57.5,26.3,58.02,26.05,2025-07-23T04:15:27.703657554Z
,58.51,25.83,58.7,25.7,57.6,26.3,58.07,26.05,2025-07-23T04:16:27.718356381Z
,58.55,25.85,58.7,25.7,57.3,26.2,58.05,26.06,2025-07-23T04:17:27.947831808Z
,58.61,25.85,58.7,25.7,57.4,26.2,58.13,26.06,2025-07-23T04:18:27.753843952Z
,58.61,25.85,58.8,25.7,57.7,26.2,58.17,26.06,2025-07-23T04:19:27.733263521Z
,58.64,25.85,58.9,25.7,57.6,26.2,58.18,26.06,2025-07-23T04:20:27.634847559Z
,58.69,25.87,58.9,25.7,57.9,26.2,58.25,26.06,2025-07-23T04:21:28.053992232Z
,58.75,25.85,58.8,25.8,57.7,26.2,58.21,26.06,2025-07-23T04:22:27.653369384Z
,58.75,25.85,58.8,25.8,57.6,26.3,58.24,26.06,2025-07-23T04:23:27.65686417Z
,58.84,25.88,58.8,25.8,57.7,26.2,58.23,26.08,2025-07-23T04:24:27.812974964Z
,58.76,25.87,58.9,25.8,57.8,26.3,58.28,26.09,2025-07-23T04:25:27.668231487Z
,58.81,25.89,58.9,25.8,57.6,26.3,58.29,26.11,2025-07-23T04:26:27.581073182Z
,58.79,25.9,58.9,25.8,57.7,26.3,58.28,26.12,2025-07-23T04:27:27.687982344Z
,58.85,25.91,58.9,25.8,57.8,26.3,58.29,26.14,2025-07-23T04:28:27.895343419Z
,58.84,25.95,58.9,25.8,57.7,26.3,58.25,26.15,2025-07-23T04:29:27.594348158Z
,58.62,25.98,58.9,25.8,58,26.4,58.27,26.16,2025-07-23T04:30:27.728346676Z
,58.85,25.98,58.9,25.8,57.8,26.4,58.24,26.18,2025-07-23T04:31:28.016386993Z
,58.77,25.98,58.9,25.9,57.8,26.4,58.21,26.21,2025-07-23T04:32:27.614310167Z
,58.76,26,58.9,25.9,57.8,26.5,58.19,26.18,2025-07-23T04:33:27.725273605Z
,58.72,26.01,58.8,25.9,57.7,26.5,58.2,26.22,2025-07-23T04:34:27.73097924Z
,58.68,26.01,58.8,25.9,57.9,26.5,58.21,26.19,2025-07-23T04:35:27.964882138Z
,58.72,26.02,58.9,25.9,57.7,26.4,58.17,26.21,2025-07-23T04:36:27.640531685Z
,58.64,26.03,58.9,25.9,57.9,26.5,58.26,26.24,2025-07-23T04:37:27.678736222Z
,58.85,26.03,58.9,25.9,57.8,26.4,58.24,26.25,2025-07-23T04:38:27.66476514Z
,58.8,26.04,58.9,25.9,57.8,26.4,58.28,26.24,2025-07-23T04:39:27.712986468Z
,58.83,26.05,58.8,26,57.9,26.5,58.31,26.24,2025-07-23T04:40:27.599505419Z
,58.85,26.07,59,25.9,57.8,26.4,58.33,26.25,2025-07-23T04:41:27.77738757Z
,58.88,26.08,58.9,26,57.9,26.5,58.38,26.31,2025-07-23T04:42:27.685581069Z
,58.83,26.1,59,26,57.8,26.5,58.37,26.29,2025-07-23T04:43:28.202826183Z
,58.88,26.1,59,26,57.9,26.5,58.34,26.32,2025-07-23T04:44:27.695948622Z
,58.82,26.12,59,26,58,26.5,58.33,26.32,2025-07-23T04:45:27.60181387Z
,58.9,26.14,59,26,57.9,26.5,58.37,26.33,2025-07-23T04:46:27.924939939Z
,58.82,26.19,59,26,57.9,26.5,58.33,26.39,2025-07-23T04:47:27.867002495Z
,58.88,26.23,59,26.1,57.8,26.6,58.29,26.42,2025-07-23T04:48:27.622740061Z
,58.7,26.28,59,26.1,57.8,26.7,58.23,26.42,2025-07-23T04:49:27.72921224Z
,58.63,26.31,58.9,26.2,57.7,26.7,58.2,26.49,2025-07-23T04:50:27.737664295Z
,58.5,26.37,58.8,26.2,57.6,26.7,58.13,26.52,2025-07-23T04:51:27.652977504Z
,58.56,26.41,58.7,26.3,57.4,26.8,58.1,26.55,2025-07-23T04:52:27.751078466Z
,58.48,26.45,58.6,26.3,57.5,26.8,58.05,26.56,2025-07-23T04:53:27.654781311Z
,58.48,26.48,58.6,26.3,57.5,26.8,58.03,26.59,2025-07-23T04:54:27.660167708Z
,58.23,26.53,58.6,26.4,57.1,26.9,57.97,26.64,2025-07-23T04:55:27.56545505Z
,58.25,26.57,58.6,26.4,57.2,26.9,57.84,26.67,2025-07-23T04:56:27.719853351Z
,58.14,26.63,58.3,26.6,57.2,27.1,57.83,26.73,2025-07-23T04:57:27.579520144Z
,58.18,26.65,58.3,26.6,57,27.1,57.76,26.76,2025-07-23T04:58:27.687227732Z
,57.99,26.71,58.3,26.6,56.9,27.1,57.64,26.82,2025-07-23T04:59:27.592854314Z
,57.88,26.73,58.2,26.7,56.9,27.1,57.57,26.83,2025-07-23T05:00:27.702787157Z
,57.78,26.76,58.1,26.7,56.7,27.2,57.46,26.87,2025-07-23T05:01:27.612085234Z
,57.67,26.83,58.1,26.7,56.6,27.2,57.43,26.91,2025-07-23T05:02:27.753394406Z
,57.45,26.88,58,26.8,56.7,27.3,57.32,26.96,2025-07-23T05:03:27.621374223Z
,57.47,26.9,57.9,26.8,56.5,27.3,57.27,26.98,2025-07-23T05:04:27.729303634Z
,57.38,26.93,57.8,26.8,56.4,27.3,57.16,27.03,2025-07-23T05:05:27.943751717Z
,57.25,26.98,57.7,26.9,56.2,27.5,57.08,27.07,2025-07-23T05:06:27.640111394Z
,57.16,27.02,57.7,26.9,56.3,27.5,57.03,27.08,2025-07-23T05:07:27.850494397Z
,57.03,27.06,57.5,27,56.3,27.5,56.95,27.12,2025-07-23T05:08:27.758602444Z
,57.02,27.1,57.4,27,56.2,27.6,56.81,27.17,2025-07-23T05:09:27.661715586Z
,56.74,27.15,57.4,27,55.8,27.6,56.79,27.21,2025-07-23T05:10:27.669386678Z
,56.79,27.2,57.3,27.1,55.8,27.6,56.71,27.25,2025-07-23T05:11:27.777758408Z
,56.66,27.24,57.2,27.1,55.9,27.7,56.59,27.28,2025-07-23T05:12:27.579962199Z
,56.43,27.29,57.1,27.2,55.6,27.6,56.54,27.31,2025-07-23T05:13:27.68725221Z
,56.34,27.34,57.1,27.2,55.4,27.8,56.43,27.39,2025-07-23T05:14:27.59257466Z
,56.31,27.4,57,27.3,55.6,27.7,56.33,27.45,2025-07-23T05:15:27.700737691Z
,56.23,27.44,56.8,27.3,55.6,27.8,56.28,27.46,2025-07-23T05:16:27.608685136Z
,56.11,27.49,56.8,27.4,55,27.9,56.15,27.51,2025-07-23T05:17:28.125941846Z
,55.96,27.55,56.7,27.4,54.9,27.9,56.05,27.56,2025-07-23T05:18:27.61791714Z
,55.86,27.57,56.6,27.5,54.9,28,55.93,27.58,2025-07-23T05:19:27.842069962Z
,55.7,27.61,56.5,27.5,55.2,28,55.88,27.65,2025-07-23T05:20:27.837900589Z
,55.53,27.65,56.4,27.5,55,28,55.74,27.65,2025-07-23T05:21:27.640972202Z
,55.42,27.73,56.3,27.6,54.6,28.1,55.72,27.73,2025-07-23T05:22:28.056822683Z
,55.39,27.75,56.2,27.6,54.3,28.1,55.59,27.78,2025-07-23T05:23:27.652898464Z
,55.24,27.81,56.1,27.7,54.3,28.2,55.57,27.82,2025-07-23T05:24:27.659605621Z
,55.07,27.84,56.1,27.7,54.3,28.2,55.41,27.84,2025-07-23T05:25:27.906555969Z
,54.94,27.9,56,27.7,54,28.3,55.3,27.88,2025-07-23T05:26:27.60020276Z
,54.87,27.92,55.8,27.8,54,28.2,55.15,27.93,2025-07-23T05:27:27.918506966Z
,54.71,27.99,55.7,27.8,53.9,28.3,55.09,27.96,2025-07-23T05:28:27.72101444Z
,54.6,28.01,55.6,27.8,53.9,28.4,54.95,28,2025-07-23T05:29:27.719662123Z
,54.32,28.08,55.6,27.9,53.5,28.4,54.81,28.06,2025-07-23T05:30:27.626722544Z
,54.37,28.12,55.4,27.9,53.4,28.4,54.78,28.1,2025-07-23T05:31:27.836933296Z
,54.16,28.17,55.3,28,53.7,28.5,54.69,28.1,2025-07-23T05:32:27.63826932Z
,52.8,28.74,54.1,28.6,52.1,28.9,53.46,28.72,2025-07-23T05:49:28.165546278Z
,52.75,28.79,53.9,28.6,52.2,29.1,53.35,28.75,2025-07-23T05:50:34.82830839Z
,52.66,28.8,53.9,28.7,52.4,29.1,53.32,28.78,2025-07-23T05:51:27.664546111Z
,50.92,29.62,52.4,29.5,50.8,29.9,51.84,29.56,2025-07-23T06:16:34.69784109Z
,50.71,29.67,52.2,29.5,50.4,29.9,51.78,29.6,2025-07-23T06:17:27.657747582Z
,50.67,29.71,52.2,29.5,50.4,29.9,51.71,29.65,2025-07-23T06:18:28.368789581Z
,50.66,29.77,52.1,29.5,50.4,30,51.62,29.7,2025-07-23T06:19:28.310120485Z
,50.47,29.81,52.1,29.6,50.4,30.1,51.58,29.73,2025-07-23T06:20:27.661717601Z
,50.43,29.81,52,29.6,50.3,30.1,51.49,29.78,2025-07-23T06:21:27.868974785Z
,50.37,29.86,51.9,29.7,50,30.1,51.41,29.83,2025-07-23T06:22:27.777478775Z
,50.26,29.92,51.9,29.7,50.3,30.2,51.32,29.87,2025-07-23T06:23:27.677555387Z
,50.19,29.95,51.8,29.7,49.9,30.2,51.27,29.88,2025-07-23T06:24:27.684321268Z
,50.12,30.03,51.7,29.8,50,30.3,51.15,29.94,2025-07-23T06:25:27.723850522Z
,50.11,30.1,51.6,29.9,49.5,30.3,51.23,29.98,2025-07-23T06:26:28.113564023Z
,49.85,30.09,51.6,29.9,49.9,30.5,51,30.01,2025-07-23T06:27:27.60694298Z
,49.85,30.13,51.3,30,49.4,30.6,50.91,30.06,2025-07-23T06:28:27.709822589Z
,49.83,30.19,51.3,30,49.4,30.6,50.92,30.08,2025-07-23T06:29:28.240372004Z
,49.65,30.21,51.3,30.1,49.4,30.6,50.78,30.16,2025-07-23T06:30:27.725995063Z
,49.63,30.26,51.2,30.1,49.3,30.6,50.79,30.18,2025-07-23T06:31:28.245263049Z
,49.61,30.32,51.2,30.1,49.2,30.7,50.68,30.24,2025-07-23T06:32:27.738015819Z
,49.48,30.34,51.1,30.1,49,30.7,50.59,30.27,2025-07-23T06:33:27.643713041Z
,49.38,30.37,51,30.2,49.3,30.8,50.5,30.27,2025-07-23T06:34:28.058205828Z
,49.4,30.38,50.9,30.2,49.2,30.8,50.43,30.32,2025-07-23T06:35:27.758679881Z
,49.23,30.4,50.9,30.2,49.1,30.9,50.39,30.35,2025-07-23T06:36:27.702851587Z
,49.17,30.44,50.8,30.3,49.1,30.9,50.31,30.38,2025-07-23T06:37:27.979212671Z
,49.09,30.5,50.7,30.3,48.8,30.9,50.23,30.45,2025-07-23T06:38:27.780955166Z
,48.93,30.51,50.7,30.3,48.8,30.9,50.1,30.45,2025-07-23T06:39:27.827186144Z
,48.95,30.57,50.5,30.3,48.8,30.9,50.06,30.51,2025-07-23T06:40:28.277496783Z
,48.89,30.59,50.5,30.4,48.9,31,50.1,30.54,2025-07-23T06:41:27.696598479Z
,48.74,30.64,50.5,30.4,48.7,30.9,49.94,30.58,2025-07-23T06:42:27.825292938Z
